0,-22.14
0.00137,-21.7
0.002835,-21.4
0.004174,-21.84
0.005576,-22.44
0.006948,-22.44
0.00829,-22.44
0.009811,-22.14
0.011901,-22.58
0.013125,-22.44
0.014522,-22.44
0.015919,-21.7
0.017411,-21.99
0.018752,-22.73
0.020157,-22.58
0.021494,-21.99
0.022951,-21.4
0.02435,-21.25
0.025691,-21.25
0.027119,-21.7
0.02852,-22.14
0.029859,-22.44
0.031256,-21.7
0.032654,-21.4
0.034057,-21.4
0.036141,-20.81
0.037448,-20.07
0.038788,-19.48
0.040247,-19.19
0.041649,-18.6
0.043172,-18.45
0.044452,-18.75
0.045851,-18.75
0.047226,-18.45
0.048567,-18.3
0.05003,-18.45
0.051369,-18.6
0.052767,-18.6
0.054046,-18.3
0.055565,-18.01
0.056935,-18.01
0.059022,-18.15
0.06036,-18.01
0.061699,-17.86
0.063154,-18.3
0.064553,-19.04
0.066007,-19.19
0.067377,-19.93
0.068778,-20.96
0.070062,-21.4
0.071466,-21.11
0.072867,-20.66
0.074263,-20.07
0.075721,-19.78
0.077091,-19.63
0.078436,-20.22
0.079832,-20.52
0.081171,-21.25
0.082685,-21.25
0.084776,-20.96
0.086055,-20.52
0.087423,-20.52
0.088766,-20.07
0.090282,-19.04
0.091686,-18.15
0.093025,-17.27
0.094425,-16.97
0.095821,-17.12
0.097192,-17.42
0.098592,-17.86
0.099993,-18.45
0.1014,-18.75
0.10273,-18.89
0.10407,-18.3
0.10559,-18.01
0.10695,-18.3
0.10898,-18.3
0.11027,-18.01
0.11167,-17.86
0.11318,-17.86
0.11452,-17.71
0.11598,-17.86
0.11735,-17.56
0.11863,-17.56
0.12009,-17.71
0.12149,-17.56
0.12288,-17.56
0.12428,-17.71
0.12568,-17.86
0.12706,-18.3
0.12846,-18.75
0.1298,-19.19
0.13119,-18.75
0.13271,-19.48
0.13473,-20.22
0.13601,-21.11
0.13738,-21.25
0.1389,-21.7
0.1403,-21.4
0.14163,-20.37
0.14303,-19.93
0.14437,-19.63
0.14586,-19.04
0.14724,-18.6
0.14864,-18.75
0.15004,-18.89
0.15138,-19.04
0.15271,-19.34
0.15405,-19.48
0.15556,-19.63
0.15761,-19.19
0.15901,-18.89
0.16034,-18.3
0.16168,-17.71
0.16314,-17.27
0.16454,-16.97
0.166,-16.97
0.16734,-17.12
0.16875,-17.42
0.17009,-17.86
0.17148,-18.6
0.17288,-19.78
0.17428,-20.66
0.17562,-20.96
0.17705,-19.78
0.17845,-19.19
0.17985,-18.15
0.18119,-17.56
0.18339,-17.27
0.1846,-17.56
0.18606,-18.01
0.18743,-18.15
0.18889,-18.6
0.19028,-18.89
0.19168,-19.19
0.19295,-19.04
0.19435,-19.04
0.19575,-19.34
0.19718,-19.34
0.19864,-19.34
0.19999,-19.34
0.20132,-18.75
0.20272,-18.15
0.20405,-17.71
0.20556,-17.27
0.20762,-17.56
0.2089,-17.86
0.2103,-18.01
0.21182,-18.15
0.21315,-18.89
0.21455,-20.07
0.21595,-20.37
0.21738,-19.93
0.21872,-19.93
0.22012,-20.66
0.22151,-20.66
0.22291,-20.66
0.22431,-20.22
0.22571,-20.22
0.22707,-20.22
0.22847,-20.07
0.22981,-19.48
0.23133,-19.48
0.23342,-20.07
0.23462,-19.93
0.23603,-19.19
0.2374,-18.89
0.23892,-19.19
0.24032,-19.04
0.2416,-18.89
0.243,-18.75
0.24434,-18.45
0.2458,-18.6
0.24717,-18.6
0.24857,-18.6
0.24991,-19.19
0.25136,-19.78
0.2527,-20.22
0.2541,-19.93
0.25556,-19.63
0.25767,-19.04
0.25895,-18.75
0.26029,-18.89
0.2618,-19.48
0.2632,-19.34
0.26454,-18.75
0.26588,-18.15
0.26725,-18.15
0.26871,-18.01
0.27011,-17.86
0.27151,-17.42
0.27291,-16.97
0.2743,-17.27
0.27558,-17.56
0.27696,-17.86
0.27847,-18.6
0.28056,-18.75
0.28189,-18.75
0.28322,-18.89
0.28467,-19.19
0.28607,-19.19
0.28744,-19.63
0.28895,-19.78
0.29029,-20.07
0.2916,-20.37
0.293,-19.48
0.2944,-18.6
0.29579,-18.89
0.29716,-19.48
0.29856,-19.04
0.29984,-18.75
0.30136,-19.04
0.30338,-19.04
0.30472,-18.45
0.30612,-18.75
0.30748,-19.78
0.30894,-20.66
0.31028,-20.81
0.3118,-20.66
0.3132,-20.81
0.31448,-21.25
0.31588,-21.11
0.31725,-20.66
0.31865,-20.52
0.32005,-19.93
0.32152,-19.78
0.32286,-20.07
0.3242,-20.37
0.3256,-20.07
0.32697,-19.63
0.32848,-19.48
0.33051,-19.48
0.33179,-19.93
0.33318,-18.75
0.3347,-17.56
0.33604,-17.27
0.33741,-18.45
0.33887,-19.34
0.34027,-18.3
0.34161,-16.97
0.34301,-16.68
0.34441,-17.27
0.34581,-18.3
0.34718,-18.3
0.34846,-18.15
0.34986,-18.45
0.35137,-19.48
0.3534,-20.37
0.35474,-20.07
0.35608,-19.19
0.35744,-18.89
0.35896,-19.19
0.3603,-19.19
0.36176,-18.89
0.3631,-18.01
0.3645,-17.42
0.36584,-17.12
0.36727,-17.86
0.36867,-19.04
0.37007,-19.48
0.37147,-19.63
0.37287,-20.22
0.37423,-20.66
0.37562,-21.11
0.37699,-21.25
0.37851,-21.11
0.38054,-20.22
0.38182,-19.04
0.38321,-18.3
0.38467,-17.86
0.38607,-17.42
0.38745,-17.42
0.3888,-17.27
0.39017,-17.27
0.39163,-17.42
0.39298,-17.56
0.39443,-17.56
0.39577,-17.71
0.3972,-17.86
0.39854,-18.75
0.39988,-19.19
0.40121,-18.6
0.4026,-17.86
0.40412,-17.27
0.40546,-16.68
0.40683,-16.53
0.40823,-15.94
0.41032,-15.65
0.41154,-15.5
0.41294,-15.65
0.41433,-15.94
0.41567,-16.09
0.41711,-16.83
0.41856,-17.27
0.41997,-17.42
0.42124,-18.01
0.42259,-18.6
0.42387,-18.75
0.42539,-18.3
0.42678,-18.3
0.42806,-18.45
0.42946,-18.01
0.4308,-17.42
0.43226,-16.83
0.4336,-16.38
0.435,-16.09
0.43628,-16.68
0.43761,-17.12
0.43908,-17.86
0.44048,-18.6
0.44188,-19.04
0.44322,-19.78
0.4453,-20.37
0.44662,-20.37
0.44795,-20.37
0.44935,-20.81
0.45069,-20.66
0.45208,-19.78
0.4536,-19.63
0.45493,-19.63
0.45633,-19.78
0.45769,-19.48
0.45909,-19.93
0.46037,-20.07
0.46177,-20.37
0.46311,-20.81
0.4645,-20.66
0.46591,-19.78
0.46734,-18.6
0.46868,-17.42
0.47007,-17.12
0.47141,-17.12
0.47281,-18.15
0.47414,-19.04
0.47548,-19.93
0.47697,-20.22
0.47837,-20.22
0.47977,-20.52
0.48116,-20.52
0.4832,-20.37
0.48447,-20.07
0.48581,-20.22
0.4872,-20.37
0.48859,-20.07
0.48993,-19.93
0.49145,-19.78
0.49279,-19.63
0.49413,-19.63
0.49547,-19.63
0.49684,-19.78
0.49824,-20.37
0.49964,-20.81
0.50098,-20.66
0.50237,-19.93
0.50371,-19.19
0.50517,-18.3
0.5066,-17.86
0.50795,-17.71
0.50923,-17.56
0.51062,-18.01
0.51202,-18.01
0.51336,-18.6
0.51475,-18.75
0.51609,-18.45
0.51752,-18.45
0.51966,-18.6
0.52088,-18.45
0.52227,-18.45
0.52361,-18.75
0.52495,-19.19
0.52649,-19.93
0.52784,-20.52
0.52922,-21.11
0.53056,-20.96
0.53197,-20.22
0.53337,-19.93
0.53472,-19.78
0.53605,-19.63
0.53743,-20.22
0.53877,-21.25
0.54024,-21.99
0.54157,-22.58
0.54297,-21.99
0.54431,-21.99
0.54571,-20.81
0.54715,-20.22
0.54849,-20.07
0.54983,-21.11
0.55111,-21.99
0.5525,-23.47
0.55402,-25.68
0.55536,-27.01
0.55672,-27.9
0.55812,-27.31
0.56022,-25.09
0.56143,-23.03
0.56283,-21.7
0.56423,-21.4
0.56557,-20.22
0.567,-20.37
0.56845,-21.7
0.56985,-23.76
0.57114,-26.13
0.57254,-28.93
0.57388,-31.29
0.57534,-33.51
0.57677,-32.62
0.57817,-31.29
0.57957,-32.62
0.58085,-34.83
0.58226,-41.18
0.58365,-36.01
0.58511,-32.77
0.58722,-31.29
0.58855,-30.26
0.58989,-29.37
0.59128,-27.45
0.59256,-27.01
0.59396,-27.31
0.59548,-26.72
0.59684,-25.98
0.59824,-25.09
0.59958,-25.83
0.60098,-26.86
0.60232,-28.34
0.60372,-31
0.605,-34.69
0.60639,-41.77
0.60776,-38.82
0.60921,-35.72
0.61055,-33.06
0.61195,-31.29
0.61335,-31.44
0.61469,-31.88
0.61603,-34.54
0.61739,-39.26
0.61873,-43.84
0.62012,-38.97
0.62152,-35.42
0.62298,-33.8
0.62506,-33.95
0.62634,-32.32
0.6277,-30.85
0.6291,-27.9
0.63062,-26.42
0.63196,-25.09
0.63335,-24.35
0.6347,-24.5
0.63616,-25.39
0.63753,-27.16
0.63882,-28.78
0.64034,-30.41
0.64168,-32.18
0.64308,-33.51
0.64448,-30.85
0.64587,-28.19
0.64724,-26.86
0.64864,-26.86
0.65015,-26.57
0.65218,-25.83
0.65346,-25.53
0.65485,-26.13
0.65637,-26.42
0.65774,-27.6
0.65909,-29.37
0.66049,-31.88
0.66177,-35.28
0.6633,-34.98
0.66464,-32.77
0.6661,-29.08
0.66746,-27.16
0.66881,-23.17
0.67015,-22.44
0.67148,-22.29
0.673,-22.73
0.67509,-23.62
0.67645,-24.5
0.67778,-26.57
0.67918,-29.82
0.68058,-32.47
0.68198,-31.88
0.68349,-28.19
0.68483,-25.09
0.68617,-23.17
0.68751,-21.55
0.68891,-20.52
0.69031,-20.66
0.69171,-21.4
0.69311,-21.84
0.69444,-24.5
0.6959,-25.68
0.69726,-25.68
0.69866,-25.39
0.70011,-25.68
0.7022,-26.42
0.70348,-25.98
0.70487,-25.53
0.70633,-25.53
0.70775,-25.68
0.7091,-25.09
0.71044,-23.47
0.71178,-22.14
0.7133,-21.7
0.71458,-21.99
0.7161,-21.55
0.71746,-21.7
0.71886,-22.58
0.72014,-23.32
0.72153,-23.76
0.72299,-24.21
0.72439,-24.35
0.72659,-23.91
0.72781,-22.73
0.72921,-21.84
0.73061,-21.55
0.732,-21.11
0.73346,-20.96
0.73486,-21.25
0.7362,-21.55
0.73751,-21.7
0.73904,-21.7
0.74038,-21.55
0.74179,-21.99
0.74325,-21.99
0.74458,-21.4
0.74592,-21.7
0.74729,-21.84
0.74875,-20.96
0.75015,-21.11
0.75223,-21.25
0.75357,-21.55
0.75491,-21.84
0.75636,-22.29
0.75772,-22.88
0.75924,-22.44
0.76063,-21.55
0.76191,-20.37
0.7633,-19.63
0.76465,-19.04
0.7661,-18.15
0.76747,-17.71
0.76893,-17.42
0.77027,-17.42
0.77161,-17.86
0.77301,-18.45
0.7744,-19.34
0.77592,-20.52
0.77797,-21.4
0.77925,-22.29
0.78059,-22.88
0.78199,-22.44
0.7835,-22.44
0.78485,-21.55
0.78624,-20.66
0.78756,-19.93
0.78902,-19.63
0.79042,-19.63
0.79182,-19.34
0.79322,-19.34
0.79462,-20.37
0.7959,-20.81
0.79726,-21.25
0.79878,-21.4
0.80086,-21.84
0.8022,-21.7
0.80353,-22.29
0.80493,-23.03
0.80638,-23.17
0.80775,-22.73
0.80927,-22.88
0.8106,-22.58
0.81194,-21.99
0.81328,-21.7
0.81469,-21.55
0.81608,-21.84
0.81751,-22.44
0.81897,-22.44
0.82031,-23.62
0.82164,-23.91
0.82304,-24.06
0.82444,-24.94
0.82589,-25.83
0.82794,-26.13
0.82922,-26.86
0.83062,-29.82
0.83214,-31.29
0.83347,-30.11
0.83487,-28.93
0.83633,-27.6
0.83764,-26.13
0.83904,-25.24
0.84044,-24.94
0.84184,-24.65
0.84324,-23.62
0.84458,-22.44
0.84598,-22.73
0.84735,-23.62
0.8488,-23.32
0.85014,-23.91
0.85166,-25.39
0.85301,-27.31
0.85509,-27.75
0.85637,-27.16
0.85774,-27.31
0.85925,-28.04
0.86065,-26.86
0.86199,-24.94
0.86333,-23.91
0.86467,-24.06
0.86618,-24.21
0.86755,-24.65
0.86901,-25.68
0.87035,-25.09
0.87169,-24.8
0.87305,-24.65
0.87439,-24.8
0.87591,-25.24
0.87797,-25.53
0.8793,-25.68
0.8807,-26.72
0.8821,-29.37
0.8835,-36.31
0.88502,-46.2
0.88636,-45.17
0.88773,-38.67
0.88907,-31.29
0.89041,-27.9
0.89187,-27.31
0.89327,-27.01
0.89473,-26.42
0.89612,-26.42
0.8975,-25.68
0.89879,-25.83
0.90018,-27.01
0.90169,-27.45
0.90372,-26.57
0.905,-27.01
0.9064,-28.19
0.90777,-30.11
0.90929,-30.7
0.91063,-29.52
0.91197,-28.19
0.91337,-28.34
0.91482,-28.93
0.91616,-29.67
0.91754,-32.32
0.919,-35.72
0.9204,-35.42
0.92174,-34.39
0.92314,-34.54
0.92454,-30.85
0.92593,-27.75
0.9273,-27.6
0.9295,-27.16
0.93072,-25.98
0.93212,-24.94
0.93351,-23.76
0.93503,-23.32
0.93637,-23.47
0.93773,-22.14
0.93907,-21.25
0.94041,-20.37
0.94193,-20.66
0.94333,-20.52
0.94473,-20.52
0.94613,-20.66
0.94752,-21.4
0.9488,-23.03
0.95014,-23.32
0.95166,-22.73
0.95374,-22.73
0.95508,-22.73
0.9565,-22.44
0.95778,-22.88
0.95924,-23.91
0.96064,-23.76
0.96216,-23.91
0.9635,-24.65
0.96483,-24.35
0.96617,-24.06
0.9676,-24.65
0.969,-25.98
0.9704,-26.42
0.9718,-26.42
0.9732,-27.9
0.97454,-25.98
0.97593,-24.65
0.97743,-25.09
0.97951,-26.27
0.98072,-26.72
0.98212,-26.57
0.98352,-27.31
0.98504,-28.49
0.98637,-29.52
0.98774,-30.26
0.98908,-30.11
0.99042,-29.82
0.99194,-31.29
0.99334,-31
0.99474,-28.93
0.99613,-26.57
0.99745,-25.09
0.99879,-24.21
1.0002,-24.65
1.0017,-25.39
1.0037,-25.83
1.0051,-25.83
1.0064,-25.68
1.0079,-26.57
1.0093,-26.72
1.0107,-26.13
1.0121,-26.57
1.0135,-27.45
1.0148,-27.01
1.0162,-26.86
1.0176,-27.45
1.019,-26.72
1.0205,-26.86
1.0219,-28.19
1.0233,-29.22
1.0246,-29.67
1.026,-29.82
1.0274,-29.08
1.0295,-28.78
1.0309,-28.19
1.0321,-28.34
1.0335,-27.75
1.035,-28.19
1.0364,-27.45
1.0379,-26.72
1.0393,-26.72
1.0406,-27.01
1.042,-26.27
1.0433,-25.68
1.0448,-25.53
1.0462,-25.98
1.0476,-25.98
1.0489,-28.04
1.0503,-29.67
1.0517,-31
1.0531,-34.98
1.0546,-40.59
1.0566,-40.89
1.0579,-37.93
1.0592,-34.69
1.0608,-29.67
1.0622,-28.49
1.0635,-28.63
1.0649,-27.9
1.0662,-25.68
1.0677,-24.94
1.0691,-24.8
1.0705,-24.8
1.0719,-24.06
1.0732,-24.06
1.0746,-23.91
1.0759,-24.06
1.0773,-24.8
1.0787,-25.09
1.0802,-25.83
1.0815,-26.72
1.0829,-27.01
1.0843,-27.45
1.0864,-27.6
1.0877,-28.19
1.089,-29.37
1.0904,-28.78
1.0918,-28.63
